Name	B_lymphocyte_centroblast	H9_differentiated_mesenchymal_cell	H9_differentiated_forebrain_cell	Prostate_epithelial_cell	Fibroblast_cell	Red_blood_cell	CD4_T_lymphocyte	Dendritic_cell	Macrophage	B_lymphocyte_CD77	Dopaminergic_neuron	Embryonic_stem_cell	Corona_radiata	Myotube	Biliosphere	CD8_T_lymphocyte	Keratinocyte_epithelial_cell	Islet_beta_cell	Smooth_muscle_cell	Mesangial_cell	iPSC_cardiomyocyte	Cumulus_oophorus	H9_differentiated_midbrain_cell	CD3_T_lymphocyte	Myoblast	Mammary_epithelial_cell	Neural_stem_cell	Retinal_pigment_epithelial_cell	Colonic_epithelial_cell	Chondrocyte	Cortical_neuron	B_lymphocyte_centrocyte	Bronchial_epithelial_cell	Monocyte	Islet_alpha_cell	Melanocyte	CD14_monocyte	Osteoblast	Plasma_cell	iPSC_neuron	Astrocyte	Valve_interstitial_cell	B_lymphocyte_pregerminal_center	Endothelial_cell	B_lymphocyte_memory	Platelet	Renal_epithelial_cell	B_lymphocyte_naive
hsa-miR-4638-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4717-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4799-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-302b-3p	0	73192.47295	14295.75536	125.64167	709.7562961	0	0	1.289321712	0	0	5193.484538	38675.44925	11.93110977	92.20660617	0	0	25.28447347	1.512631471	381.6802164	19665.66252	3197.303895	9.065854366	4583.821078	0	93.18002637	17.0919719	34095.95796	429.1159064	0	69.28406467	79.67651336	13.13577133	19.91674799	6.409434688	0	8.818149653	0	1757.323906	12.41757832	1014.18032	5907.437111	54.08036341	9.724788486	47.37066504	12.33577993	0	24.85245366	0	
hsa-miR-6862-2-25-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6746-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4762-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4707-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-30c-2-3p	0	12.74462858	81.11869398	0	0	0	0	0	0	0	0	13.67767171	0	0	10.61872796	0	0	1.754514834	0	0	0	0	214.6210152	0	0	0	64.63313298	2.532121589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.870505998	0	0	84.99419595	0	
hsa-miR-6132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-7155-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4646-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-203b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3074-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3689e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6767-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-188-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4763-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-548an	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-34c-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-629-5p	60.15399423	31.21783698	411.1562854	35.89761999	96.54430855	45.08440107	206.4500024	127.5106736	119.2378845	260.317771	18.15903684	63.09561965	11.93110977	92.39420959	14.40275673	133.4368862	71.5152906	9.30302952	68.25349141	42.42861386	21.6034047	18.13170873	328.8244981	51.51718098	164.1243479	34.1839438	637.5960519	104.1661208	75.53098281	46.18937644	39.83825668	78.81462799	39.83349599	640.9434688	44.45168842	31.79429073	0	62.02319668	111.7582049	1082.988761	39.12210007	55.63361794	68.0735194	49.23185267	37.00733979	272.6413602	56.89791533	51.74276086	
hsa-miR-611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3155a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-92a-1-5p	132.3387873	18.02362658	225.7661164	0	6.287188069	0	0	1.139618205	1.423552036	67.85614823	0	26.62320664	53.68999397	10.76130266	4.74585171	6.189347922	35.7576453	0	0	0	0	45.32927183	163.9024375	77.27577147	39.79411159	0	236.5123926	2.584937897	0	0	0	144.4934847	39.83349599	57.68491219	0	0	0	0	74.50546994	0	0	0	136.1470388	23.87381655	123.3577993	3.010089033	3.964706755	32.33922554	
hsa-miR-2116-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4532	0	1.908846389	73.29901441	269.2321499	75.91204356	0	3.76338323	1.965819789	4.651514	0	0	1.56634704	0	0	0	0	0	0	47.49450354	0	0	0	2.487630127	0	0	0	0	6.669512209	256.8053416	0	0	0	59.75024398	0	0	0	0	206.7439889	0	0	0	0	0	51.79762999	0	2.856117342	4.12013656	0	
hsa-miR-5581-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-302a-3p	12.03079885	157090.2724	20701.02087	17.94880999	788.1707017	0	0	1.139618205	1.571585562	0	3849.715811	42288.44724	23.86221954	105.5073801	0	0	25.28447347	2.997864622	291.1479779	11922.44049	1036.963425	36.26341746	8618.822115	0	175.9659349	17.0919719	48678.02092	19.08266644	0	92.37875289	119.51477	13.13577133	39.83349599	12.81886938	14.81722947	12.47074683	0	1261.138332	24.83515665	411.0376527	5750.948711	48.18012644	9.724788486	66.99223696	12.33577993	0	31.31212951	6.467845108	
hsa-miR-6784-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-224-5p	36.09239654	15.15600298	73.29901441	2656.423879	132.1816102	0	0	1.349818416	1.513183618	7.171358185	0	108.0940303	0	17.66627284	244.8013052	1.723566916	1393.172194	1.512631471	638.4182746	106.0715346	885.7395926	0	49.01826203	0	42.91666414	2273.232263	117.4461969	70.03445555	211.4867519	254.0415704	0	39.407314	1951.841303	6.409434688	0	11.77635411	2.415546457	661.5807645	0	13.01161527	371.6599507	381.6785712	0	343.9872741	12.33577993	74.58090536	606.1383861	0	
hsa-miR-891a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6879-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-516a-2-28-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-24-1-25-3p	625.6015399	4630.432459	3988.710874	14430.84324	4759.741305	227.2246848	32492.59256	30055.59537	55006.98785	7444.034059	3087.036264	2016.496177	1807.56313	2186.371333	15116.8875	9141.189612	11697.58778	11465.0226	5233.508956	3691.289406	12724.40537	1441.470844	2674.704635	5164.597393	3878.709289	9725.332012	4397.643612	8879.507631	5256.956404	3672.055427	936.1990319	853.8251366	12866.2192	3980.258941	7144.868053	7790.195165	11630.85619	3907.461391	1775.7137	21154.82395	5301.04456	19289.61079	1332.296023	8026.232438	1147.227533	6346.502742	6963.713057	1164.212119	
hsa-miR-1293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3064-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6515-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6730-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-5680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6865-5p	0	0	0	0	0	0	3.914076288	18.86060933	0	0	0	0	5.965554886	13.27309203	0	0	0	11.95137992	0	0	0	36.26341746	0	186.7497811	3.17077375	0	0	0	0	0	0	13.13577133	0	0	0	0	0	0	0	0	0	0	0	9.559114308	0	4.720088273	0	0	
hsa-miR-7153-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3913-2-31-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6884-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-892c-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-5091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-548ba	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-28-5p	1732.435034	223.8980279	274.2597987	143.59048	306.0138053	3.231297882	65.70864354	426.3785341	64.38804419	1049.458632	54.47711053	39.82218126	47.72443909	97.43324441	288.7978449	277.969018	105.7725412	99.33681634	422.2779783	360.6432178	43.20680939	63.46098056	216.1378659	495.8528669	95.9645784	136.7357752	188.9884273	328.3620162	498.5044865	207.852194	29.87869251	1615.699874	139.417236	141.0075631	35.56135074	109.4303594	219.8147276	310.1159834	248.3515665	869.8822093	469.4652009	373.0628763	505.6890013	362.0575822	542.7743169	412.8870491	322.4433941	206.9710435	
hsa-miR-7-1-29-5p	782.0019249	100.3251896	971.1355875	17.94880999	57.89639139	4.43297334	5029.029459	130.6246145	132.034507	232.9331287	6682.525559	340.410888	0	3.734185334	64.11146589	774.8174144	4.121407955	49339.40776	8.85882671	21.21430693	151.2238329	0	1046.407459	38.63788573	5.851921808	85.4598595	942.9219442	642.4193446	105.7433759	46.18937644	1474.015497	1497.477932	0	44.86604282	382684.5856	30.54696646	55.55756851	0	248.3515665	48006.11848	0	36.76831796	505.6890013	20.34686794	74.01467958	29.96374665	62.62425901	245.7781141	
hsa-miR-6882-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4446-3p	12.03079885	0	0	0	0	0	128.9623981	0	0	0	90.79518422	1.118004512	0	0	86.70714105	41.27005524	0	252.8256296	0	0	0	0	0	283.3444954	0	0	0	0	151.0619656	0	0	13.13577133	39.83349599	397.3849506	88.90337685	0	0	0	24.83515665	2.356451089	0	0	38.89915394	0	12.33577993	3989.665892	0	38.80707065	
hsa-miR-139-5p	0	0	55.69520687	0	1.430864346	0	9.557142208	1.863670127	216.1787277	0	0	31.12262154	5.965554886	1.603356962	1.951643291	2.04967804	0	5.786121845	0	0	0	18.13170873	64.51166082	6.439647622	5.431149914	0	44.81411145	24.35067822	347.4425209	0	209.1508476	0	0	19.22830406	35.56135074	0	4.831092914	0	37.25273497	721.5075976	0	0	0	213.1237562	0	152.9595978	0	0	
hsa-miR-4444-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1245b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-625-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.810610288	0	0	0	0	167.0864959	0	0	0	0	0	0	0	0	13.13577133	0	0	0	0	0	0	24.83515665	2.798310115	0	0	19.44957697	0	74.01467958	0	0	12.93569022	
hsa-miR-5581-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-501-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4726-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-376a-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-138-2-30-5p	12.03079885	0	0	0	0	0	0	0	0	21.19785314	0	0	0	2.687702877	0	0	0	0	0	0	0	0	0	0	2.251884429	0	0	0	0	0	0	13.13577133	19.91674799	0	0	0	0	0	24.83515665	0	0	0	0	0	24.67155986	0	0	0	
hsa-miR-3156-1-25-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-655-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-132-5p	0	0	0	0	0	0	0	2.538729334	15.65717239	0	0	0	5.965554886	0	0	0	0	6.60885086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.963445895	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-5004-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-548au-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-151a-5p	2923.484119	2025.479283	10164.36385	12887.24558	21325.8579	1114.110549	91.72311667	436.7407575	216.1757314	7302.917907	5429.552017	1587.432237	1008.178776	3465.949579	5586.938182	687.5108953	7783.471056	5164.04072	31179.3069	23144.80886	4558.318391	1024.441543	8649.371658	515.1718098	6361.095636	9776.607927	7962.292139	8608.912314	2432.097646	32748.2679	7121.088381	3008.091635	20972.33564	916.5491604	3695.417031	3940.913854	108.6995906	20881.14288	347.6921931	2439.259914	19306.75639	23979.6238	2042.205582	32779.41478	641.4605563	9747.395183	22444.42218	1688.107573	
hsa-miR-8081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-362-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6805-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4286	264.6775746	1.920424105	106.7582051	35.89761999	156.720615	0	1.755733238	42.11296301	381.6505016	1061.388536	0	28.41068383	17.89666466	33.14556858	3.672134462	135.2527715	35.7576453	40.70917082	79.49201683	127.2858416	1987.513232	389.8317377	41.21928082	38.63788573	77.25441038	85.4598595	232.6970094	38.69783472	45.31858969	369.5150115	0	354.665826	39.83349599	0	0	23.33063101	0	103.3719945	347.6921931	103.3086627	19.56105004	124.3621267	194.4957697	50.9030923	160.3651391	30.9494974	11.32614881	0	
hsa-miR-1283-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-151a-3p	757.9403272	902.9184815	6495.590277	2907.707219	4875.83338	325.259371	62.96753989	108.4800297	124.0712128	1640.372795	326.8626632	916.0216329	77.55221352	376.4807711	1788.47224	305.2415077	3184.739779	1115.519801	4683.922885	3224.574653	172.8272376	54.3951262	5845.162275	122.3533048	740.6278893	2170.680431	6132.527026	1258.565994	1042.327563	4757.505774	637.4121068	669.924338	5218.187974	141.0075631	1185.378358	1031.685824	159.4260662	3287.229424	62.08789162	3571.130949	4088.259458	4258.990479	564.0377322	7119.342229	542.7743169	1840.301341	3539.596777	614.4452853	
hsa-miR-1260a	0	0	2.493114085	0	7.591640677	0	0	0	0	0	0	0	0	0	0	1.723566916	0	0	0	21.21430693	21.6034047	0	0	0	0	0	0	0	0	184.7575058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4776-2-35-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-548h-5-36-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-215-5p	5353.705486	130.1919564	467.1637341	933.3381197	307.9228618	1114.428419	1075.977307	178.3321314	252.3978168	3589.957489	581.089179	273.2766661	524.96883	314.5861341	57555.98617	1275.928959	1197.347302	4842.830752	222.4212825	84.85722771	2225.150684	480.4902814	543.557956	1390.963886	318.9514983	341.839438	507.9277199	390.8148852	344542.1312	138.5681293	468.099516	5543.295502	1015.754148	1595.949237	16936.09329	825.2393635	57.97311497	186.06959	3824.614124	520.5309466	273.8547005	208.3679371	5222.211417	281.479693	4095.478937	28.7657803	8035.410454	4094.145953	
hsa-miR-6877-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-146a-5p	3476.900866	205.1840734	0	1364.10956	706.6570526	61.35354469	152346.7825	5707.441166	49191.67387	36493.36078	0	1.56634704	0	3.908329588	3043.14009	18802.11007	851.4525323	110.976406	2125.518906	1569.858713	0	0	0	10084.48818	3.691163274	188.0116909	0	590.3183463	815.7346143	300.2309469	39.83825668	5687.788987	1673.006831	288.424561	278.5639141	355322.1932	84.54412599	1013.045546	11511.09511	1.708215691	39.12210007	277110.0286	3034.134008	17355.48361	1973.724789	4245.446229	19900.90719	911.9661602	
hsa-miR-518e-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3663-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
