Name	HCT116_cell	HepG2_cell	MDA-DB-231_cell	Hep3B_cell	SW480_cell	A375_cell	HAF1608_cell	THP1_cell	HK1_cell	LNCaP_cell	HEK293_cell	IMR90_cell	C8166_cell	A2058_cell	BicR_cell	MCF7_cell	H460_cell	RVH6849_cell	HELF977_cell	NP460_cell	Jurkat_cell	SH-SY5Y_cell	Mammary_Epithelial_cell	HeLa_cell	SUP-T1_cell	DLD2_cell	A549_cell	143B_cell	DLD1_cell	MCF10A_cell	HDMYZ_cell	H1264_cell	H520_cell	ZR75-1_cell	Beas-2B_cell	DKS8_cell	Huh7_cell	DKO1_cell	U2OS_cell	MIHA_cell	Fadu_cell	LCLB-cell
hsa-miR-592	0	0	18.65114891	0	93.80295328	10.31289318	0	0	0	0	5.820559691	0	0	0	0	0	0	70.97549789	0	0	0	204.9180328	0	6.714400258	0	0	0	172.342479	0	0	0	0	5.32696819	0	0	0	0	0	83.30787815	0	0	0	
hsa-miR-7850-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6887-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6760-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6782-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3158-1-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4646-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-552-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6501-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-203a-3p	32.23598726	1.272359873	0	0	42.36262406	0	0	0	296.7122511	498.357414	0	18.39971542	0	0	489.6293778	217.9987768	0	21.62168453	0	7.086569533	0	0	20.66160787	4.030291418	0	72.22796667	1.736115997	0	64.31464111	21.68331946	0	0	3.248807474	223.8211985	0	54.80555791	0	73.89074081	0	0	349.4924295	0	
hsa-miR-6845-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6511b-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6879-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-154-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1289-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3928-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-28-3p	14.87814797	183.2281612	82.06505521	594.2148143	33.28491891	67.03380566	941.9597925	141.9232652	4.428541061	239.2115587	59.53755705	735.9886167	30.31653626	101.999184	204.0122407	40.73513354	267.5200508	77.2203019	1344.315466	14.17313907	15.45767815	40.98360656	17.91487365	134.6050159	33.68029424	49.41913509	314.0482755	123.1017707	42.65193938	260.1998335	61.49889384	249.8416601	126.2011806	83.7689192	290.2783153	63.39367931	315.193075	51.06981475	62.48090861	305.3139521	43.01445286	0	
hsa-miR-150-5p	2.479691328	0	0	0	75.64754297	15.46933977	0	0	0	0	0	0	1.556866506	0	0	1.089207065	0	0	7.112780244	7.086569533	61.14510384	0	0	1.763581819	1141.55136	0	2.198279982	0	0	13.00999167	0	28.41067106	1.682273382	0	17.59262517	0	0	0	0	0	0	33.27417924	
hsa-miR-4633-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6511a-3-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4799-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6852-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6800-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-29a-5p	0	1.330893446	14.92091913	0	9.077705156	0	38.7106764	4.064929845	17.71416425	0	0	24.53295389	1.885016417	0	0	0	0	0	21.33834073	0	2.559705253	0	0	0	0	22.80883158	2.109991237	4.924070828	0	0	0	0	1.901104004	0	0	0	5.765726981	0	0	26.06338616	0	7.394262053	
hsa-miR-524-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-542-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-494-3p	12.39845664	4.292578253	0	7.474400179	0	5.15644659	6.451779401	2.527356806	0	0	5.820559691	3.066619236	0	17.999856	0	4.441612175	13.71897697	6.177624152	0	0	4.803101219	0	14.87749128	1.689062308	6.746263526	0	9.010748512	0	0	0	0	2.826302544	1.901104004	3.867182728	17.59262517	3.897612757	7.687635975	1.707112802	20.82696954	29.78672703	0	0	
hsa-miR-7159-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4782-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1233-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-216b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4755-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6766-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-5197-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4665-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1227-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-5579-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-205-5p	0	0	0	0	0	0	0	0	8803.93963	0	0	0	1253.353042	0	0	35.79814378	0	37.06574491	0	7036.963547	1.543107409	57.37704918	1097.042636	0	0	0	5.612535391	0	0	0	0	0	0	125.0257088	0	0	0	0	0	0	7113.515141	384.5016267	
hsa-miR-3177-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-193b-5p	0	81.58700872	0	33.63480081	6.051803437	5.15644659	58.06601461	0	30.99978743	1.993429656	7.333445677	27.59957313	4.940140554	29.99976	0	33.74937965	397.6137276	50.7543615	21.33834073	0	68.8391417	0	3.738948826	13.7952898	4.753694925	15.20588772	29.02928482	0	0	4.336663891	0	102.4361313	37.537806	44.97497537	26.38893776	5.626875154	5.765726981	0	27.76929272	145.2102943	10.75361321	48.06270334	
hsa-miR-6788-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-374b-5p	110718.2178	6827.287961	7535.06416	452.2012109	4892.883079	2072.891529	1161.320292	359.6542102	3835.116559	1802.060409	12717.86033	919.9857709	3954.081709	695.994432	812.6487589	4280.18918	4492.661243	642.406083	2112.495732	7929.871308	825.0860574	1114.754098	55723.98408	8611.601266	3249.71789	1444.559333	5949.346828	7228.535975	11742.71061	9488.620594	15466.91011	9382.334666	5608.811145	527.8211698	19070.40569	12485.23745	4952.759477	8912.873661	8351.614784	580.8411772	21230.32089	1305.087252	
hsa-miR-4506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1226-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4782-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3121-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-659-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4697-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-8070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3653-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-126-5p	7.439073984	6.83982587	63.4139063	33.63480081	18.15541031	10.31289318	12.9035588	109.8236902	0	57.80946002	335.7236355	0	0	59.99952	85.00510031	83.79523672	222.9069915	0	14.22556049	28.34627813	16.77494613	754.0983607	4.280027974	74.85841831	22.05490464	7.60294386	47.87556435	54.16477911	17.6968555	225.5065223	278.3863377	204.8722626	146.3482808	170.1267381	211.1115021	59.594488	32.67245289	11.54020662	48.59626225	3.723340879	29.57243634	0	
hsa-miR-760	2.479691328	12.79503844	0	0	0	0	0	1.436982718	0	0	5.820559691	0	1.190572617	0	0	0	0	0	0	0	1.712938743	0	0	2.279458144	9.486703898	0	2.109991237	0	0	0	8.292509154	0	0	0	0	0	0	0	0	22.34004528	0	0	
hsa-miR-614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4632-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-2467-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-523-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6776-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4650-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1237-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3184-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6773-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1302-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-99b-5p	761.2652377	253.9642439	828.1110116	2817.848868	33.28491891	536.2704453	451.6245581	211.3487878	0	851.194463	214.741573	1637.574672	0	467.996256	683.4410065	490.3229539	202.3258425	3.088812076	1458.11995	184.2508079	4.858762117	237.704918	165.7669104	96.84523589	41.21566449	0	249.5177615	93.55734573	24.54062856	1656.605606	0	241.6299319	88.57022649	360.9049348	290.2783153	8.932107539	405.5227977	42.22914399	430.4240371	1563.803169	48.39125946	59.15409642	
hsa-miR-512-1-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1247-5p	34.71567859	1.6526217	0	3.73720009	6051.803437	0	25.8071176	0	39.85686955	79.73718623	282.5420249	0	0	0	34.00204012	79.45726089	1809.033223	13.81358754	42.67668146	0	0	0	0	170.8927161	3.81311056	2550.787665	96.94443227	0	1110.488332	147.4465723	0	0	0	333.9081563	0	2294.564858	0	1033.343189	0	0	134.4201652	0	
hsa-miR-4655-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6506-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-486-2-3p	17.3578393	8.489707502	78.33482543	0	24.20721375	10.31289318	83.87313221	67.64315849	88.57082123	1.993429656	643.6295853	3.066619236	109.6497944	0	6.800408024	17.46099033	99.40343189	0	7.112780244	7.086569533	55.98904208	409.8360656	1.211997205	279.4017122	0	0	23.12781073	113.253629	0	104.0799334	446.9500889	2.901831692	24.49259034	11.60154818	70.37050069	0	0	0	27.76929272	0	107.5361321	765.3061224	
hsa-miR-4776-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6832-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.089207065	0	3.891952244	0	0	0	0	0	0	1.848662715	0	4.862988701	0	6.443724165	0	0	5.652605088	0	0	0	40.23779479	0	33.34697639	0	0	0	0	
hsa-miR-320b-2	915.0061	5509.360123	369.2927484	553.1056133	7440.692326	8317.348349	10090.58298	1114.180299	6106.958124	540.2194367	2255.18688	861.7200054	569.2169574	9485.924113	571.2342741	834.4755651	7154.614191	1859.593138	12041.93695	6831.45303	7948.12668	7098.360656	984.4043214	2511.026806	5533.672253	8199.774953	5482.097961	10990.52609	4071.27049	1001.769359	5460.949409	6795.126371	4152.049934	818.1550895	3870.377538	3781.954231	249.8481692	3602.321041	10698.12002	1184.0224	3699.242946	1977.965099	
hsa-miR-4499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3191-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-5009-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-139-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6761-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3156-3-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6511a-3-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-1246	0	0	0	153.2252037	0	0	0	38.0763917	0	13.95400759	2.029658352	0	19.12267467	0	3.400204012	1.214178997	0	0	0	0	1.359560381	0	1.211997205	0	3.752630692	0	0	0	0	0	2.371106653	0	0	0	0	0	1.921908994	0	0	26.06338616	0	0	
hsa-miR-186-5p	193.4159236	232.7669988	492.3903312	138.2764033	193.65771	376.420601	1303.259439	770.6927796	75.28519804	73.75689727	1929.53591	441.59317	215.224575	365.997072	57.80346821	128.3651754	384.0701047	128.1763972	1344.315466	177.1642383	329.8837126	467.2131148	101.3042772	1198.094186	197.4334698	269.904507	357.4974347	684.4458451	60.07071798	672.1829031	2539.701929	1205.36269	673.6039561	183.0099892	686.1123817	94.6534098	222.9414433	44.75612891	2235.428064	167.5503396	118.2897454	443.6557232	
hsa-miR-520f-3p	0	1.169359493	0	0	0	0	0	0	0	5.980288968	0	0	0	221.998224	0	6.057111081	0	1.774634769	0	0	0	0	0	0	0	0	0	0	38.95581959	39.02997502	0	0	1.901104004	4.45424858	0	22.02847146	0	70.50044643	0	0	0	0	
hsa-miR-3122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-5697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-362-5p	24.79691328	28.68368895	0	0	6.051803437	5.15644659	0	4.653183088	8.857082123	3.986859312	47.25499035	3.066619236	3.632327648	17.999856	6.800408024	5.877979642	0	0	7.112780244	7.086569533	12.09682942	0	0	3.429466226	4.014736647	3.80147193	13.31501397	4.924070828	27.82944955	13.00999167	2.472975835	0	1.901104004	0	0	54.3268823	0	26.7824471	20.82696954	3.723340879	18.81882312	7.394262053	
hsa-miR-601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-155-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-92a-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-548ag-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-9-1-5p	24.79691328	0	0	0	9.077705156	0	0	237.585739	0	21.92772621	54.09346048	0	171.0787968	0	23.80142809	3.26632104	20.57846545	66.39149899	0	0	1.960825375	344.2622951	0	1.463652181	171.6430662	0	4.533587572	4.924070828	0	4.336663891	53.74160157	0	24.49259034	7.734365455	0	0	63.42299679	0	20.82696954	0	5.376806607	77.63975155	
hsa-miR-6085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4731-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-5704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-5008-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4786-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4668-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-6818-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-452-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3160-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-615-3p	0	0	0	0	0	0	0	0	0	0	5.820559691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-4696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
hsa-miR-3648-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
